cell,x,y,stem
lymphocyte,19,99,0
lymphocyte,21,78,0
lymphocyte,21,79,0
tumor,41,48,0
tumor,42,51,0
tumor,42,53,0
tumor,42,55,0
tumor,43,49,0
tumor,43,52,0
tumor,43,53,0
tumor,43,54,0
tumor,43,55,0
tumor,43,56,0
tumor,44,47,0
tumor,44,48,0
lymphocyte,44,50,0
tumor,44,52,0
tumor,44,53,0
lymphocyte,44,54,0
tumor,44,55,0
tumor,45,52,0
lymphocyte,45,53,0
tumor,45,54,0
tumor,45,55,0
lymphocyte,45,56,0
lymphocyte,45,57,0
tumor,45,58,0
tumor,45,59,0
tumor,46,51,0
tumor,46,52,0
lymphocyte,46,56,0
lymphocyte,46,57,0
tumor,46,58,0
tumor,47,54,0
tumor,47,55,0
lymphocyte,48,47,0
tumor,48,48,0
tumor,48,50,0
tumor,48,51,0
tumor,48,54,0
tumor,48,56,0
tumor,48,57,0
tumor,49,46,0
tumor,49,47,0
tumor,49,48,0
lymphocyte,49,50,0
lymphocyte,49,51,0
tumor,49,52,0
tumor,49,56,0
tumor,49,57,0
tumor,49,58,0
tumor,50,46,0
tumor,50,47,0
tumor,50,48,0
lymphocyte,50,50,0
tumor,50,51,0
tumor,50,52,0
tumor,50,56,0
tumor,50,57,0
tumor,51,47,0
tumor,51,48,0
lymphocyte,51,49,0
lymphocyte,51,50,0
tumor,51,51,0
lymphocyte,51,54,0
tumor,51,55,0
tumor,51,57,0
tumor,52,47,0
tumor,52,48,0
lymphocyte,52,49,0
tumor,52,50,0
tumor,52,51,0
tumor,52,52,0
tumor,52,53,0
tumor,52,57,0
tumor,52,59,0
tumor,52,60,0
lymphocyte,53,47,0
tumor,53,48,0
lymphocyte,53,49,0
lymphocyte,53,50,0
tumor,53,51,0
tumor,53,54,0
tumor,53,55,0
tumor,53,58,0
tumor,53,59,0
tumor,53,60,0
tumor,53,62,0
tumor,54,46,0
tumor,54,47,0
lymphocyte,54,48,0
lymphocyte,54,50,0
tumor,54,51,0
tumor,54,52,0
tumor,54,57,0
tumor,54,58,0
tumor,55,45,0
tumor,55,47,0
lymphocyte,55,50,0
tumor,55,51,0
lymphocyte,55,52,0
lymphocyte,55,53,0
lymphocyte,55,54,0
tumor,56,48,0
lymphocyte,56,49,0
tumor,56,53,0
tumor,56,54,0
tumor,56,59,0
tumor,57,47,0
tumor,57,48,0
tumor,57,49,0
tumor,57,50,0
lymphocyte,57,53,0
tumor,57,55,0
tumor,57,58,0
tumor,57,59,0
tumor,58,46,0
tumor,58,47,0
tumor,58,50,0
tumor,58,51,0
lymphocyte,58,52,0
lymphocyte,58,53,0
tumor,58,54,0
tumor,58,55,0
tumor,58,58,0
tumor,59,47,0
tumor,59,52,0
lymphocyte,59,53,0
