cell,x,y,stem
lymphocyte,18,6,0
lymphocyte,19,6,0
tumor,21,31,0
tumor,32,76,0
tumor,35,49,0
tumor,36,45,0
tumor,36,50,0
tumor,36,57,0
tumor,37,49,0
tumor,38,47,0
tumor,38,49,0
lymphocyte,38,50,0
tumor,38,51,0
tumor,39,46,0
tumor,39,51,0
tumor,40,42,0
tumor,40,47,0
tumor,40,48,0
tumor,40,91,0
tumor,41,49,0
tumor,41,50,0
tumor,41,51,0
tumor,41,52,0
tumor,42,49,0
tumor,42,50,0
tumor,42,51,0
tumor,42,52,0
tumor,42,55,0
tumor,43,42,0
tumor,43,48,0
tumor,43,49,0
tumor,43,50,0
tumor,43,51,0
tumor,43,52,0
lymphocyte,43,53,0
tumor,43,56,0
tumor,44,47,0
tumor,44,48,0
tumor,44,49,0
tumor,44,50,0
tumor,44,52,0
tumor,44,53,0
tumor,44,54,0
tumor,45,48,0
tumor,45,49,0
tumor,45,50,0
tumor,45,51,0
tumor,45,54,0
tumor,46,44,0
tumor,46,45,0
tumor,46,49,0
tumor,46,54,0
tumor,47,54,0
tumor,47,55,0
tumor,48,39,0
tumor,49,53,0
tumor,50,44,0
tumor,50,46,0
tumor,50,47,0
tumor,50,54,0
tumor,51,48,0
