cell,x,y,stem
lymphocyte,14,81,0
tumor,28,49,0
tumor,29,48,0
tumor,29,49,0
tumor,29,50,0
tumor,30,47,0
tumor,30,48,0
tumor,30,49,0
tumor,30,50,0
tumor,31,43,0
tumor,31,49,0
tumor,31,50,0
tumor,32,41,0
tumor,32,42,0
tumor,32,43,0
tumor,32,44,0
tumor,32,45,0
tumor,32,46,0
tumor,32,47,0
tumor,32,48,0
tumor,32,49,0
tumor,32,50,0
tumor,32,51,0
tumor,32,52,0
tumor,32,53,0
tumor,32,56,0
tumor,33,41,0
tumor,33,42,0
tumor,33,44,0
tumor,33,45,0
tumor,33,46,0
tumor,33,47,0
tumor,33,48,0
tumor,33,49,0
tumor,33,50,0
tumor,33,51,0
tumor,33,52,0
tumor,33,54,0
tumor,34,39,0
tumor,34,40,0
lymphocyte,34,41,0
tumor,34,42,0
tumor,34,43,0
tumor,34,44,0
tumor,34,46,0
tumor,34,47,0
tumor,34,49,0
tumor,34,50,0
tumor,34,51,0
tumor,34,54,0
tumor,34,55,0
tumor,35,39,0
tumor,35,40,0
tumor,35,41,0
tumor,35,42,0
tumor,35,43,0
tumor,35,46,0
tumor,35,47,0
tumor,35,48,0
tumor,35,49,0
tumor,35,50,0
tumor,35,51,0
tumor,35,54,0
tumor,35,55,0
tumor,35,56,0
tumor,35,57,0
tumor,36,39,0
tumor,36,40,0
tumor,36,41,0
tumor,36,42,0
tumor,36,43,0
tumor,36,44,0
tumor,36,46,0
tumor,36,50,0
tumor,36,53,0
tumor,36,54,0
tumor,36,56,0
tumor,36,57,0
lymphocyte,36,58,0
tumor,37,40,0
tumor,37,41,0
tumor,37,46,0
tumor,37,48,0
tumor,37,54,0
tumor,37,55,0
tumor,37,57,0
tumor,38,40,0
tumor,38,41,0
tumor,38,42,0
tumor,38,46,0
tumor,38,48,0
tumor,38,49,0
tumor,38,50,0
tumor,38,51,0
tumor,38,53,0
tumor,38,54,0
tumor,38,56,0
tumor,38,57,0
tumor,38,58,0
tumor,39,38,0
tumor,39,39,0
tumor,39,40,0
tumor,39,41,0
tumor,39,42,0
tumor,39,48,0
tumor,39,49,0
tumor,39,53,0
tumor,39,54,0
tumor,39,55,0
tumor,39,56,0
tumor,39,57,0
lymphocyte,39,59,0
tumor,40,38,0
tumor,40,39,0
tumor,40,40,0
tumor,40,41,0
tumor,40,42,0
tumor,40,44,0
tumor,40,49,0
tumor,40,54,0
tumor,40,57,0
tumor,40,58,0
tumor,40,59,0
tumor,41,41,0
tumor,41,42,0
tumor,41,43,0
tumor,41,46,0
tumor,41,49,0
tumor,41,55,0
tumor,41,58,0
tumor,41,59,0
tumor,42,38,0
tumor,42,40,0
tumor,42,41,0
tumor,42,42,0
tumor,42,43,0
tumor,42,45,0
tumor,42,51,0
tumor,42,55,0
tumor,42,56,0
tumor,42,57,0
