sample,neighbor_cell_type,mean (training),mean (reconstruction)
241,lymphocyte,0.14153439153439154,0.12406015037593984
242,tumor,7.375824175824176,7.27208480565371
242,lymphocyte,0.07252747252747253,0.06007067137809187
243,tumor,7.328,7.114155251141552
243,lymphocyte,0.09333333333333334,0.1324200913242009
244,tumor,7.540785498489426,7.336082474226804
244,lymphocyte,0.03323262839879154,0.18556701030927836
245,tumor,7.533175355450237,7.45514950166113
245,lymphocyte,0.08649289099526067,0.08970099667774087
246,tumor,6.985915492957746,6.900662251655629
246,lymphocyte,0.27816901408450706,0.1456953642384106
247,tumor,7.431578947368421,7.265734265734266
247,lymphocyte,0.05052631578947368,0.16083916083916083
248,tumor,7.381818181818182,7.041095890410959
248,lymphocyte,0.02077922077922078,0.3515981735159817
249,tumor,7.6056009334889145,7.452145214521452
249,lymphocyte,0.009334889148191364,0.11056105610561057
250,tumor,7.579617834394904,7.465703971119134
250,lymphocyte,0.012738853503184714,0.11371841155234658
251,tumor,7.494176372712146,7.285714285714286
251,lymphocyte,0.051580698835274545,0.20714285714285716
252,tumor,7.5907990314769975,7.510743801652892
252,lymphocyte,0.014527845036319613,0.06446280991735537
253,tumor,7.517751479289941,7.354978354978355
253,lymphocyte,0.03254437869822485,0.07792207792207792
254,tumor,7.489051094890511,7.3
254,lymphocyte,0.012773722627737226,0.14722222222222223
255,tumor,7.5149786019971465,7.403225806451613
255,lymphocyte,0.05420827389443652,0.08669354838709678
256,tumor,7.58311345646438,7.34757281553398
256,lymphocyte,0.010554089709762533,0.22330097087378642
257,tumor,7.497536945812808,7.344660194174757
257,lymphocyte,0.042692939244663386,0.06553398058252427
258,tumor,7.4089456869009584,7.318681318681318
258,lymphocyte,0.134185303514377,0.1978021978021978
259,tumor,7.375,7.257950530035336
259,lymphocyte,0.07407407407407407,0.09187279151943463
260,tumor,7.578666666666667,7.402805611222445
260,lymphocyte,0.004,0.0841683366733467
261,tumor,7.532467532467533,7.383673469387755
261,lymphocyte,0.050505050505050504,0.1510204081632653
262,tumor,7.593220338983051,7.442680776014109
262,lymphocyte,0.009685230024213076,0.13580246913580246
263,tumor,7.4888059701492535,7.3313953488372094
263,lymphocyte,0.033582089552238806,0.11337209302325581
264,tumor,7.507204610951009,7.425742574257426
264,lymphocyte,0.059077809798270896,0.033663366336633666
265,tumor,7.4431137724550895,7.331828442437923
265,lymphocyte,0.1092814371257485,0.1963882618510158
266,tumor,7.466377440347071,7.201492537313433
266,lymphocyte,0.0,0.16791044776119404
267,tumor,7.568361581920904,7.403225806451613
267,lymphocyte,0.05084745762711865,0.18870967741935485
268,tumor,7.363408521303258,7.184210526315789
268,lymphocyte,0.03508771929824561,0.14473684210526316
269,tumor,7.231552162849873,7.081545064377682
269,lymphocyte,0.1806615776081425,0.296137339055794
270,tumor,6.483221476510067,6.142857142857143
270,lymphocyte,0.46308724832214765,0.8333333333333334
271,tumor,7.125858123569794,7.03862660944206
271,lymphocyte,0.13729977116704806,0.18454935622317598
272,tumor,7.364902506963788,7.135371179039302
